이름,연도,dWAR,타석,홈런,타율,출루,장타,war,연봉
최정,16  3B,1.02,606,40,0.288,0.403,0.58,6.63,100000
황재균,16  3B,1.91,559,27,0.335,0.394,0.57,6.5,50000
양의지,16  C,2.22,392,22,0.319,0.404,0.569,6.48,42000
김재환,16  LF,-0.93,568,37,0.325,0.407,0.628,6.29,5000
이용규,16  CF,1.23,530,3,0.352,0.438,0.434,5.6,70000
오지환,16  SS,1.77,472,20,0.28,0.387,0.494,5.58,25000
김주찬,16  LF,0.93,555,23,0.346,0.386,0.566,5.54,50000
손아섭,16  RF,0.49,672,16,0.323,0.418,0.468,5.52,60000
김재호,16  SS,2.61,496,7,0.31,0.389,0.44,5.51,41000
나성범,16  RF,0.78,653,22,0.309,0.388,0.497,5.43,30000
구자욱,16  1B,-0.08,495,14,0.343,0.42,0.547,5.32,8000
오재일,16  1B,0.17,455,27,0.316,0.411,0.592,5.28,9500
서건창,16  2B,1.29,646,7,0.325,0.406,0.441,5.19,26000
테임즈,16  1B,-1.48,529,40,0.321,0.427,0.679,5.18,125000
박건우,16  RF,-0.67,540,20,0.335,0.39,0.55,4.96,7000
강민호,16  C,0.38,460,20,0.323,0.433,0.549,4.77,100000
박경수,16  2B,0.77,476,20,0.313,0.412,0.522,4.75,23000
손시헌,16  SS,2.2,403,5,0.305,0.394,0.422,4.45,40000
나지완,16  LF,-1.03,486,25,0.308,0.451,0.571,4.45,20000
정근우,16  2B,0.66,650,18,0.31,0.381,0.464,4.41,70000
에반스,16  1B,-1.05,481,24,0.308,0.41,0.565,4.35,55000
박민우,16  2B,0.61,515,3,0.343,0.42,0.428,4.35,19000
이범호,16  3B,-0.59,560,33,0.31,0.391,0.562,4.04,65000
김하성,16  SS,1.22,599,20,0.281,0.358,0.477,4.03,16000
김민성,16  3B,0.89,579,17,0.306,0.367,0.502,4.02,22000
박해민,16  CF,1.24,641,4,0.3,0.357,0.41,3.72,15000
서동욱,16  2B,0.19,485,16,0.292,0.386,0.496,3.55,5800
박용택,16  DH,-0.5,578,11,0.346,0.412,0.458,3.47,80000
송광민,16  3B,0.08,494,17,0.325,0.366,0.508,3.31,10000
이지영,16  C,2.79,419,7,0.297,0.328,0.382,3.29,21000
민병헌,16  RF,-1.04,579,16,0.325,0.396,0.495,3.28,35000
대니돈,16  LF,-0.68,497,16,0.295,0.399,0.494,3.23,60000
이승엽,16  DH,-0.94,623,27,0.303,0.38,0.518,3.19,100000
김강민,16  CF,1.11,422,10,0.298,0.371,0.437,3.02,60000
손주인,16  2B,0.86,409,2,0.322,0.385,0.412,2.88,12000
윤석민,16  DH,-0.98,402,19,0.334,0.42,0.545,2.67,125000
마르테,16  3B,0.68,381,22,0.265,0.36,0.517,2.59,75000
고종욱,16  LF,-0.43,566,8,0.334,0.37,0.455,2.47,7700
조영훈,16  1B,0.48,207,5,0.335,0.408,0.497,2.39,11000
로사리오,16  1B,-1.67,532,33,0.321,0.367,0.593,2.31,100000
박정권,16  1B,0.56,468,18,0.277,0.337,0.46,2.25,40000
김성현,16  2B,0.09,530,8,0.319,0.366,0.428,2.25,18000
류지혁,16  SS,1.51,134,3,0.288,0.356,0.407,2.21,3000
문규현,16  SS,2.07,368,4,0.272,0.333,0.342,2.11,9000
필,16  1B,-1.62,544,20,0.313,0.357,0.511,2.08,90000
이재원,16  C,0.6,472,15,0.29,0.364,0.436,2.07,28000
김용의,16  CF,-0.17,347,1,0.318,0.388,0.412,2.05,6000
백상원,16  2B,0.7,517,3,0.288,0.361,0.364,2.04,4500
채은성,16  RF,0.04,451,9,0.313,0.365,0.444,2.02,5500
이호준,16  DH,-1.01,472,21,0.298,0.396,0.506,2.0,75000
유강남,16  C,1.65,297,8,0.266,0.321,0.384,1.99,8100
배영섭,16  RF,0.63,381,4,0.266,0.374,0.356,1.98,16000
정의윤,16  RF,-1.12,616,27,0.311,0.347,0.51,1.97,12000
임병욱,16  CF,1.14,265,8,0.249,0.324,0.408,1.95,4000
문선재,16  LF,0.96,127,7,0.288,0.344,0.541,1.9,6500
차일목,16  C,2.42,329,3,0.228,0.307,0.29,1.88,15000
김준완,16  LF,0.28,325,1,0.261,0.416,0.308,1.85,3000
이종욱,16  CF,-0.44,517,5,0.305,0.376,0.408,1.83,50000
김성욱,16  LF,0.46,348,15,0.265,0.334,0.467,1.74,5500
김민식,16  C,1.32,170,2,0.257,0.359,0.361,1.73,3000
이성열,16  DH,0.42,219,10,0.288,0.35,0.505,1.67,25000
김재현,16  CF,0.73,193,1,0.321,0.378,0.429,1.63,4500
노수광,16  RF,0.64,238,4,0.309,0.373,0.406,1.59,3000
양석환,16  1B,0.98,215,6,0.276,0.297,0.424,1.57,7000
박석민,16  3B,-2.81,506,32,0.307,0.404,0.578,1.55,75000
박한이,16  RF,-0.63,401,14,0.301,0.372,0.481,1.53,45000
최준석,16  DH,-0.95,396,19,0.262,0.384,0.468,1.51,40000
모창민,16  3B,0.38,147,5,0.331,0.37,0.504,1.48,12500
이진영,16  DH,-1.05,424,10,0.332,0.403,0.48,1.44,60000
오재원,16  2B,0.57,484,5,0.272,0.358,0.356,1.39,55000
유한준,16  RF,-2.21,460,14,0.336,0.404,0.493,1.37,60000
김호령,16  CF,0.53,514,8,0.267,0.333,0.373,1.37,6000
이병규,16  LF,-0.31,350,7,0.272,0.389,0.4,1.35,80000
이천웅,16  LF,0.05,320,6,0.293,0.376,0.402,1.32,2800
박세혁,16  C,1.15,210,5,0.209,0.302,0.337,1.3,3000
김문호,16  LF,-2.11,599,7,0.325,0.401,0.43,1.18,7000
박동원,16  C,0.91,454,14,0.248,0.304,0.416,1.18,14000
최승준,16  1B,-0.36,231,19,0.266,0.364,0.578,1.17,4200
최정민,16  2B,0.04,177,0,0.329,0.386,0.368,1.16,3000
고메즈,16  SS,-0.57,492,21,0.283,0.324,0.489,1.12,65000
강한울,16  SS,1.26,322,0,0.272,0.307,0.336,1.11,6000
이명기,16  LF,1.0,326,1,0.272,0.332,0.334,1.1,18000
허도환,16  C,1.06,93,0,0.218,0.315,0.321,1.1,7500
정수빈,16  CF,1.01,305,2,0.242,0.319,0.305,1.09,28000
최재원,16  2B,0.0,105,4,0.333,0.456,0.519,1.06,5000
정성훈,16  1B,-1.26,418,6,0.322,0.38,0.435,1.04,50000
김태군,16  C,2.07,395,1,0.232,0.293,0.285,1.01,21000
박재상,16  LF,0.09,288,6,0.298,0.363,0.431,1.0,20000
김주형,16  1B,-1.11,387,19,0.281,0.355,0.499,0.91,5500
아두치,16  CF,-0.07,272,7,0.291,0.336,0.474,0.89,78000
서상우,16  LF,-0.06,137,4,0.252,0.394,0.405,0.82,6000
신본기,16  SS,-0.06,104,1,0.309,0.451,0.395,0.76,5500
이택근,16  CF,-1.26,460,8,0.309,0.389,0.422,0.69,50000
김지수,16  SS,0.35,106,3,0.286,0.353,0.44,0.66,5500
국해성,16  LF,-0.14,174,4,0.278,0.368,0.43,0.64,3000
용덕한,16  C,1.0,116,2,0.212,0.272,0.298,0.58,8500
이흥련,16  C,0.32,174,6,0.26,0.315,0.453,0.52,7500
나주환,16  2B,-0.33,65,5,0.386,0.435,0.684,0.51,20000
정훈,16  2B,-0.03,439,2,0.262,0.362,0.338,0.5,21000
김경언,16  RF,-0.27,217,5,0.264,0.363,0.39,0.49,20000
김동엽,16  LF,-0.43,150,6,0.336,0.36,0.517,0.49,2700
채태인,16  1B,-0.63,417,7,0.286,0.345,0.397,0.47,30000
김태완,16  DH,0.22,24,0,0.35,0.458,0.5,0.47,6000
정진호,16  CF,0.1,32,0,0.375,0.531,0.458,0.4,5200
허경민,16  3B,-1.77,609,7,0.286,0.36,0.385,0.39,20000
신현철,16  3B,0.35,25,0,0.292,0.32,0.375,0.38,3000
김다원,16  LF,0.09,47,1,0.302,0.362,0.419,0.37,7000
안익훈,16  CF,0.16,52,0,0.267,0.353,0.311,0.36,4100
김사훈,16  C,0.27,36,0,0.321,0.387,0.357,0.35,2900
김준태,16  C,0.05,144,2,0.275,0.385,0.367,0.35,3000
우동균,16  RF,0.4,82,2,0.221,0.333,0.324,0.32,5500
김선빈,16  SS,0.09,27,0,0.36,0.385,0.52,0.32,8000
조동찬,16  3B,-0.63,282,10,0.275,0.348,0.449,0.32,40000
이원석,16  3B,0.05,22,2,0.316,0.364,0.789,0.3,15000
황대인,16  3B,-0.02,7,1,0.429,0.429,1.143,0.29,3000
최진행,16  DH,-0.18,85,1,0.329,0.434,0.4,0.27,18500
김원섭,16  RF,0.17,90,0,0.219,0.348,0.288,0.26,15000
오준혁,16  LF,0.0,144,2,0.265,0.317,0.432,0.26,3300
발디리스,16  3B,-0.96,190,8,0.266,0.389,0.461,0.24,80000
박종윤,16  1B,0.29,211,1,0.282,0.322,0.333,0.19,16000
박헌도,16  LF,-0.26,82,3,0.261,0.378,0.493,0.18,8000
이정식,16  C,0.21,9,0,0.0,0.111,0.0,0.15,4500
김사연,16  RF,0.11,63,0,0.25,0.333,0.268,0.14,4500
오선진,16  3B,0.48,53,0,0.163,0.28,0.163,0.13,8000
신성현,16  3B,-0.68,184,8,0.278,0.36,0.481,0.12,3700
심우준,16  SS,0.68,251,3,0.242,0.264,0.326,0.11,3500
황목치승,16  SS,0.59,39,0,0.179,0.179,0.256,0.1,4000
유재신,16  CF,0.12,74,0,0.258,0.361,0.258,0.1,6000
김상호,16  DH,-1.13,415,7,0.29,0.358,0.402,0.1,2800
홍재호,16  SS,0.21,16,0,0.077,0.188,0.077,0.08,3400
김회성,16  1B,0.19,58,1,0.2,0.345,0.267,0.07,5500
주효상,16  C,0.27,19,0,0.222,0.263,0.278,0.07,2700
고영민,16  2B,0.04,5,0,0.25,0.4,0.5,0.07,15000
이종환,16  RF,0.1,33,0,0.276,0.333,0.31,0.07,6200
한동민,16  1B,0.02,20,0,0.278,0.35,0.278,0.07,7000
이병규,16  DH,0.0,1,0,1.0,1.0,1.0,0.07,80000
김종호,16  LF,-0.01,137,0,0.295,0.368,0.311,0.06,17500
윤요섭,16  C,-0.33,149,6,0.238,0.356,0.429,0.06,6500
조윤준,16  C,0.01,1,0,1.0,1.0,1.0,0.06,3000
안치홍,16  2B,0.2,43,0,0.222,0.31,0.278,0.06,16000
김태진,16  3B,0.0,2,0,0.5,0.5,0.5,0.05,3000
김기현,16  CF,0.14,17,0,0.188,0.235,0.25,0.04,3000
홍성갑,16  LF,0.33,68,0,0.226,0.294,0.258,0.03,3200
오현근,16  RF,0.05,17,0,0.2,0.294,0.2,0.02,3000
신종길,16  RF,-0.9,240,1,0.31,0.385,0.39,0.02,12000
김주현,16  LF,0.16,33,0,0.207,0.281,0.345,0.01,3300
백창수,16  3B,-0.19,21,1,0.333,0.429,0.611,0.01,4000
임훈,16  RF,0.5,198,1,0.261,0.314,0.3,0.0,13000
정상호,16  C,0.5,159,1,0.182,0.29,0.242,0.0,50000
주현상,16  3B,0.05,8,0,0.25,0.25,0.25,0.0,3700
박성준,16  1B,0.03,1,0,0.0,0.0,0.0,0.0,3000
허정협,16  RF,0.08,20,0,0.176,0.3,0.176,-0.01,3000
박광열,16  C,-0.07,15,0,0.4,0.4,0.4,-0.01,3000
이성규,16  2B,0.04,6,0,0.25,0.25,0.25,-0.01,2700
박세웅,16  C,0.02,1,0,0.0,0.0,0.0,-0.01,2700
정성곤,16  P,0.0,1,0,0.0,0.0,0.0,-0.02,3900
장준원,16  SS,0.15,15,0,0.077,0.2,0.077,-0.02,3000
이태양,16  P,0.0,1,0,0.0,0.0,0.0,-0.02,6500
박희수,16  P,0.0,1,0,0.0,0.0,0.0,-0.02,14000
윤병호,16  RF,0.01,9,1,0.111,0.111,0.444,-0.03,2900
박노민,16  C,0.01,2,0,0.0,0.0,0.0,-0.03,4000
김대륙,16  SS,0.08,59,0,0.143,0.259,0.245,-0.03,3200
김상수,16  SS,0.15,401,3,0.271,0.326,0.332,-0.04,31000
권희동,16  LF,-0.09,47,1,0.268,0.362,0.341,-0.04,6800
임석진,16  3B,0.05,12,0,0.182,0.25,0.182,-0.05,2700
이상호,16  2B,-0.04,27,0,0.28,0.333,0.36,-0.05,4800
이우성,16  RF,0.0,5,0,0.2,0.2,0.2,-0.06,2800
김주현,16  1B,0.01,3,0,0.0,0.0,0.0,-0.06,3300
도태훈,16  2B,-0.06,7,0,0.167,0.286,0.167,-0.06,2700
김대우,16  LF,-0.07,2,0,0.0,0.5,0.0,-0.06,11000
장영석,16  3B,-0.17,33,0,0.192,0.364,0.269,-0.06,3300
최경철,16  C,0.21,52,0,0.156,0.24,0.2,-0.07,9000
정범모,16  C,0.04,4,0,0.0,0.0,0.0,-0.07,6000
장시윤,16  SS,-0.17,14,0,0.2,0.429,0.2,-0.1,3300
윤진호,16  SS,0.14,23,0,0.19,0.19,0.19,-0.1,3300
이대수,16  3B,0.16,15,0,0.0,0.133,0.0,-0.1,35000
조평호,16  1B,-0.04,7,0,0.167,0.286,0.167,-0.12,3500
김인태,16  RF,0.06,19,0,0.167,0.211,0.222,-0.12,2800
이상훈,16  RF,0.1,14,0,0.083,0.083,0.083,-0.12,3500
맥스웰,16  CF,-0.75,99,4,0.288,0.414,0.5,-0.14,28000
권용관,16  SS,-0.14,49,0,0.25,0.313,0.341,-0.14,8000
최용제,16  C,-0.16,11,0,0.222,0.3,0.222,-0.14,2700
이영욱,16  CF,0.31,52,1,0.163,0.212,0.245,-0.15,5500
최주환,16  2B,-0.36,182,2,0.281,0.339,0.388,-0.15,11000
윤완주,16  2B,0.08,34,1,0.167,0.212,0.267,-0.16,3500
오승택,16  SS,-0.3,135,3,0.26,0.326,0.382,-0.16,7000
김민우,16  SS,-0.05,47,0,0.195,0.283,0.22,-0.17,12000
최재훈,16  C,-0.04,22,0,0.167,0.273,0.222,-0.18,6800
김지성,16  3B,-0.1,3,0,0.0,0.0,0.0,-0.2,3800
유서준,16  SS,0.02,7,0,0.0,0.0,0.0,-0.2,2900
나성용,16  1B,-0.06,13,0,0.167,0.231,0.167,-0.21,3700
성의준,16  3B,-0.13,23,1,0.15,0.261,0.3,-0.21,3000
이진석,16  CF,0.11,45,0,0.186,0.222,0.256,-0.22,2900
김영환,16  3B,-0.09,12,0,0.167,0.167,0.167,-0.25,3700
김지수,16  CF,-0.13,7,0,0.0,0.0,0.0,-0.25,5500
최병연,16  3B,-0.06,9,0,0.0,0.111,0.0,-0.25,3000
홍성흔,16  DH,-0.16,45,0,0.25,0.333,0.3,-0.25,40000
김민하,16  LF,-0.06,49,1,0.2,0.234,0.289,-0.26,4000
이우민,16  LF,-0.31,98,1,0.193,0.287,0.289,-0.29,7000
손용석,16  3B,0.08,99,0,0.244,0.278,0.3,-0.3,3400
오정복,16  LF,-1.21,344,5,0.304,0.358,0.402,-0.31,8000
정주현,16  LF,0.12,257,1,0.222,0.306,0.298,-0.32,5000
김태완,16  2B,-0.02,52,1,0.196,0.269,0.304,-0.34,6000
박찬호,16  SS,-0.06,46,0,0.167,0.222,0.167,-0.34,3700
이여상,16  3B,-0.25,83,0,0.25,0.313,0.319,-0.34,3600
안중열,16  C,-0.06,29,0,0.179,0.207,0.214,-0.36,4000
김민혁,16  LF,0.13,31,0,0.103,0.161,0.138,-0.36,4700
이양기,16  LF,-0.43,58,1,0.288,0.333,0.385,-0.37,5400
장운호,16  CF,-0.08,85,0,0.237,0.293,0.289,-0.38,4200
이호신,16  LF,0.08,43,0,0.154,0.19,0.205,-0.39,3600
최윤석,16  SS,-0.17,17,0,0.125,0.176,0.125,-0.4,5700
김진곤,16  CF,-0.26,8,0,0.125,0.125,0.125,-0.4,3500
